1130.837500  0.000000 0.374500  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
1135.450000  0.000000 0.019023  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
1140.062500  0.000000 0.000288  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
1144.675000  0.000000 0.000001  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
1149.287500  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
1153.900000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
1158.512500  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
1163.125000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
1167.737500  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
1172.350000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
